,Changepoint,M1,E1,M2,E2
6119,27,1,0.9,2,1.15
6120,103,4,1.05,1,0.95
6121,122,1,0.35,2,0.6
6122,193,0,0.6,4,0.3
6123,154,1,0.7,2,1.75
6124,57,4,1.75,3,1.55
6125,26,4,1.1,2,0.1
6126,43,0,0.7,0,0.45
6127,161,0,0.45,4,2.0
6128,79,0,0.45,0,0.5
6129,197,0,0.1,4,0.3
6130,10,2,0.6,4,1.5
6131,144,0,0.35,2,1.45
6132,47,4,1.35,2,1.2
6133,60,1,0.85,4,0.6
6134,175,1,0.35,2,0.7
6135,107,0,0.7,3,1.9
6136,63,3,1.1,0,0.55
6137,28,4,0.75,0,0.9
6138,172,3,1.85,2,0.2
6139,96,1,0.55,2,1.4
6140,110,3,1.2,2,0.45
6141,82,4,1.6,2,1.45
6142,28,4,0.65,3,1.65
6143,21,2,0.15,2,1.0
6144,142,1,0.1,2,1.0
6145,158,4,1.65,1,0.1
6146,122,4,1.55,1,0.9
6147,116,2,1.05,3,1.2
6148,124,4,0.45,1,0.15
6149,78,1,0.7,2,0.45
6150,67,3,1.6,4,0.7
6151,9,1,0.1,4,0.9
6152,102,0,0.25,1,0.9
6153,88,0,0.1,1,0.65
6154,156,2,0.55,2,0.25
6155,189,4,1.65,2,1.65
6156,125,1,0.1,1,0.2
6157,42,2,0.15,1,0.45
6158,51,3,1.55,0,0.2
6159,62,3,1.9,1,0.95
6160,115,1,0.7,1,0.1
6161,56,2,0.05,2,1.8
6162,27,1,0.9,3,2.0
6163,17,4,1.6,3,2.0
6164,135,4,1.85,3,1.4
6165,55,1,0.95,1,0.4
6166,147,1,0.7,0,0.55
6167,66,3,1.6,1,0.9
6168,147,3,1.1,3,1.45
6169,129,2,0.55,0,0.7
6170,26,4,0.4,4,1.75
6171,62,2,0.4,2,1.35
6172,181,0,0.7,4,1.4
6173,32,3,1.05,2,0.1
6174,18,2,1.3,0,0.55
6175,73,1,0.25,2,1.15
6176,58,1,0.5,2,1.95
6177,145,0,0.1,0,0.4
6178,29,1,0.3,3,2.0
6179,44,3,1.7,2,1.2
6180,53,4,0.1,0,0.95
6181,188,2,1.7,0,0.25
6182,104,3,1.35,4,1.7
6183,104,4,0.5,4,1.25
6184,54,1,0.75,3,1.35
6185,156,2,1.95,1,1.0
6186,45,3,1.7,4,1.1
6187,17,4,0.9,1,0.65
6188,153,0,0.15,3,1.9
6189,109,1,0.5,0,0.95
6190,71,0,0.25,3,1.8
6191,65,0,0.35,2,0.4
6192,185,0,0.05,4,1.25
6193,123,0,0.55,0,0.45
6194,36,1,0.7,2,0.15
6195,77,2,0.95,3,1.5
6196,54,4,1.4,4,0.55
6197,147,2,0.65,0,0.3
6198,22,0,0.7,0,0.2
6199,104,2,1.45,0,0.6
6200,42,2,0.2,4,1.05
6201,15,1,0.55,2,0.7
6202,187,3,1.8,3,1.55
6203,26,0,0.8,4,1.35
6204,35,4,0.85,0,0.7
6205,68,1,0.75,1,0.3
6206,116,0,1.0,0,0.6
6207,99,0,0.3,1,0.7
6208,95,0,0.6,0,0.35
6209,163,2,1.35,3,1.55
6210,3,1,0.1,1,0.6
6211,86,2,1.2,1,0.65
6212,119,2,1.3,4,1.5
6213,27,2,0.9,3,1.75
6214,155,1,1.0,1,0.05
6215,25,1,0.9,2,0.35
6216,150,4,0.6,0,0.5
6217,162,0,0.3,3,1.3
6218,118,2,0.5,2,1.4
6219,141,0,0.6,3,1.6
6220,18,4,1.65,3,1.15
6221,121,4,0.2,3,1.25
6222,123,1,0.6,1,0.45
6223,170,2,1.25,3,1.25
6224,114,2,0.45,1,0.45
6225,82,0,0.1,2,1.45
6226,88,3,1.9,0,0.15
6227,29,2,1.95,3,1.55
6228,94,2,1.35,4,0.5
6229,110,3,1.55,0,0.9
6230,5,0,0.85,3,1.4
6231,50,4,0.05,2,0.35
6232,141,0,0.2,4,1.95
6233,186,1,0.85,4,1.85
6234,69,4,0.6,2,0.65
6235,130,4,0.95,0,0.45
6236,175,2,1.0,2,1.6
6237,112,0,0.7,3,1.8
6238,126,1,0.15,1,0.6
6239,151,1,0.65,2,0.65
6240,103,3,1.85,1,0.15
6241,193,3,1.05,0,0.7
6242,163,2,1.15,2,1.05
6243,122,1,0.6,0,0.65
6244,61,3,1.45,2,0.5
6245,91,4,0.4,3,1.1
6246,198,1,0.6,0,0.15
6247,85,0,0.15,4,0.2
6248,38,4,0.3,0,0.65
6249,97,1,0.7,4,1.55
6250,136,0,0.75,0,0.9
6251,50,2,0.95,1,0.9
6252,149,0,0.6,2,1.8
6253,81,0,0.3,0,0.6
6254,194,4,1.25,4,1.45
6255,198,0,0.5,0,1.0
6256,41,2,1.5,2,1.7
6257,61,4,1.1,2,1.45
6258,121,3,1.35,4,0.65
6259,95,4,1.85,4,1.25
6260,51,3,1.5,3,1.6
6261,127,0,0.55,4,0.15
6262,138,0,0.05,2,1.2
6263,118,2,1.1,1,0.95
6264,170,4,2.0,2,0.65
6265,192,1,0.1,4,1.45
6266,82,0,0.6,1,0.6
6267,197,2,1.3,4,1.6
6268,56,4,1.6,4,1.85
6269,108,0,0.5,1,0.1
6270,49,1,0.25,1,0.65
6271,152,3,1.2,2,0.1
6272,26,2,1.5,1,0.45
6273,1,4,1.35,2,1.45
6274,92,3,1.5,1,1.0
6275,107,4,1.05,4,0.7
6276,106,2,1.1,1,0.15
6277,149,3,1.7,1,0.4
6278,108,1,0.2,1,0.25
6279,65,0,0.95,0,0.75
6280,194,3,1.25,4,1.8
6281,71,3,1.65,0,0.6
6282,92,0,0.45,4,1.55
6283,132,0,0.1,1,0.3
6284,117,2,0.65,2,0.4
6285,183,1,0.65,0,0.5
6286,191,0,1.0,2,0.1
6287,26,3,1.9,1,0.9
6288,19,3,1.3,1,0.45
6289,71,0,0.6,1,1.0
6290,35,0,0.75,4,1.9
6291,74,0,0.65,2,0.25
6292,95,1,0.95,1,0.15
6293,185,1,0.85,2,0.5
6294,26,2,1.25,2,0.95
6295,18,2,0.8,3,1.55
6296,168,0,0.95,2,0.45
6297,169,0,0.75,0,0.2
6298,101,1,0.7,1,1.0
6299,79,0,0.75,4,1.3
6300,49,4,0.5,4,0.25
6301,37,4,1.95,1,0.1
6302,141,0,0.65,4,1.3
6303,96,4,0.75,0,0.9
6304,68,2,1.35,2,1.9
6305,195,3,1.3,2,0.8
6306,175,4,1.65,3,1.05
6307,123,4,1.8,1,1.0
6308,34,1,0.1,3,1.4
6309,79,2,0.5,4,0.95
6310,175,4,0.4,1,0.25
6311,194,4,0.2,0,0.3
6312,170,3,1.15,3,1.9
6313,127,2,1.2,2,1.15
6314,197,1,0.9,1,0.85
6315,80,2,1.8,4,0.55
6316,54,3,1.4,2,1.85
6317,77,3,1.7,4,0.85
6318,127,3,1.4,2,1.65
6319,33,0,0.9,1,0.1
6320,46,0,0.85,2,1.2
6321,17,3,1.9,1,0.75
6322,157,0,1.0,0,0.95
6323,45,2,0.45,2,1.85
6324,162,0,0.35,4,0.6
6325,159,3,1.65,4,0.85
6326,14,0,0.85,4,0.1
6327,55,1,0.3,3,1.85
6328,104,0,0.75,2,1.95
6329,80,0,0.25,1,0.5
6330,97,2,0.6,3,1.95
6331,24,0,0.55,4,1.5
6332,35,4,0.05,3,1.2
6333,80,1,1.0,0,1.0
6334,123,1,0.9,4,0.2
6335,133,1,0.75,0,0.6
6336,56,1,0.15,4,0.95
6337,152,2,1.25,2,0.4
6338,69,1,0.75,4,0.95
6339,78,0,0.15,0,0.75
6340,186,0,0.95,2,1.0
6341,153,2,1.2,0,0.7
6342,60,1,0.1,2,0.85
6343,164,1,0.35,0,0.65
6344,124,1,1.0,4,1.6
6345,98,4,1.3,1,0.75
6346,121,0,0.4,3,1.85
6347,178,4,1.25,3,1.45
6348,66,1,0.15,0,0.9
6349,33,4,0.55,4,0.95
6350,126,2,1.95,3,1.4
6351,178,1,0.4,4,0.2
6352,189,2,1.8,3,1.2
6353,196,0,0.25,3,1.55
6354,179,1,0.75,2,0.65
6355,117,4,0.6,3,1.9
6356,180,3,1.9,3,1.5
6357,179,1,0.55,4,0.7
6358,70,1,0.2,1,0.4
6359,48,0,0.95,0,0.9
6360,134,1,0.5,0,0.9
6361,177,3,1.1,1,0.8
6362,179,2,1.65,0,0.75
6363,37,0,0.65,4,1.85
6364,2,1,1.0,4,0.05
6365,178,2,0.15,4,0.75
6366,68,1,1.0,0,0.15
6367,90,3,1.45,0,0.65
6368,191,2,1.1,1,0.45
6369,4,0,0.95,1,0.55
6370,189,0,0.55,1,0.95
6371,70,2,0.45,2,1.75
6372,22,0,0.1,3,1.75
6373,143,1,0.8,0,0.35
6374,13,4,1.05,0,0.7
6375,136,3,1.75,1,0.85
6376,150,4,0.5,1,0.45
6377,153,1,0.2,4,2.0
6378,24,0,0.45,2,0.45
6379,49,0,0.6,4,0.7
6380,19,2,0.4,4,0.75
6381,172,0,0.65,2,0.3
6382,31,1,0.45,2,1.5
6383,178,2,0.4,2,1.5
6384,96,3,1.95,4,1.65
6385,162,3,1.2,1,0.5
6386,119,2,1.4,1,0.35
6387,67,1,0.2,3,1.05
6388,191,2,1.95,1,0.45
6389,164,0,0.75,3,1.8
6390,3,4,1.85,3,1.8
6391,185,3,1.4,0,0.8
6392,120,1,0.75,1,0.35
6393,135,1,0.25,3,1.4
6394,7,4,0.35,3,1.55
6395,47,2,1.5,4,1.65
6396,100,2,1.4,4,0.7
6397,180,0,0.1,1,0.05
6398,3,4,1.1,4,1.6
6399,160,0,0.75,4,1.4
6400,106,0,0.6,0,0.5
6401,136,3,1.15,4,1.6
6402,30,0,0.55,4,1.55
6403,143,3,1.1,2,1.65
6404,155,4,1.4,3,1.5
6405,9,2,1.85,1,0.8
6406,80,0,0.5,0,0.05
6407,27,0,0.8,4,0.8
6408,122,2,1.65,0,0.55
6409,66,4,1.7,2,0.15
6410,40,4,2.0,1,0.4
6411,61,2,1.05,2,0.45
6412,109,3,1.9,2,1.85
6413,158,0,0.55,4,0.7
6414,38,4,1.9,0,0.75
6415,103,1,0.05,0,0.7
6416,98,2,0.85,2,1.65
6417,66,1,0.6,2,1.9
6418,15,2,1.15,0,0.85
6419,126,1,0.05,0,0.75
6420,177,2,1.65,4,1.15
6421,87,0,0.2,2,1.4
6422,101,1,0.95,1,0.1
6423,63,1,0.4,0,0.8
6424,93,1,0.05,0,0.95
6425,113,0,0.45,1,0.35
6426,136,1,0.3,1,0.2
6427,155,1,0.15,4,0.25
6428,92,1,0.45,4,1.7
6429,58,0,0.8,0,0.7
6430,72,2,0.6,1,1.0
6431,178,2,0.25,1,0.8
6432,196,0,0.1,3,1.05
6433,68,1,0.45,3,2.0
6434,161,2,1.7,0,0.75
6435,134,0,0.75,2,0.8
6436,127,2,0.8,2,1.5
6437,77,0,0.1,4,0.45
6438,103,1,0.75,4,1.15
6439,172,0,0.95,2,0.35
6440,175,2,0.7,2,1.5
6441,41,4,0.8,1,0.45
6442,33,2,1.55,2,1.75
6443,141,1,0.2,2,0.95
6444,122,4,0.95,1,0.3
6445,69,3,1.2,2,0.95
6446,130,4,1.45,1,0.05
6447,194,0,1.0,2,0.35
6448,44,4,0.55,2,0.8
6449,1,1,0.8,0,0.65
6450,150,3,1.4,2,1.5
6451,102,3,1.35,3,1.4
6452,89,4,1.25,0,0.6
6453,196,4,1.95,3,1.65
6454,46,3,1.95,0,0.3
6455,133,2,0.5,1,0.2
6456,55,1,0.2,4,1.35
6457,19,4,1.95,1,0.8
6458,4,4,1.25,0,0.1
6459,176,0,0.8,3,1.2
6460,106,0,0.1,1,0.9
6461,51,1,0.85,3,2.0
6462,169,3,1.45,3,1.3
6463,44,4,0.9,1,0.1
6464,37,0,0.35,0,0.75
6465,3,0,0.15,1,0.2
6466,58,0,0.3,0,0.6
6467,28,2,1.3,1,0.4
6468,48,3,1.25,4,0.7
6469,83,4,1.0,0,1.0
6470,21,0,0.1,3,1.1
6471,146,3,1.9,1,0.45
6472,45,0,0.35,0,0.8
6473,12,3,1.65,1,0.6
6474,118,2,0.1,3,1.2
6475,169,4,0.6,4,1.1
6476,173,1,0.1,3,1.1
6477,153,0,0.15,2,1.6
6478,102,3,1.5,1,0.55
6479,142,1,0.8,0,0.7
6480,125,2,0.05,2,0.65
6481,130,0,0.6,2,0.25
6482,37,4,1.7,3,1.3
6483,187,1,0.8,1,0.5
6484,100,2,1.0,0,1.0
6485,120,0,0.2,2,1.25
6486,19,3,1.35,3,1.05
6487,117,0,0.5,3,1.75
6488,192,2,0.9,2,0.95
6489,114,0,0.1,4,0.45
6490,59,0,0.85,4,1.75
6491,6,4,1.6,1,0.25
6492,40,1,0.55,1,1.0
6493,152,1,0.35,2,1.4
6494,15,3,1.1,4,0.6
6495,117,1,0.2,1,0.8
6496,105,3,1.45,3,1.05
6497,133,2,0.85,0,0.65
6498,4,1,0.75,1,0.1
6499,39,0,0.8,1,0.55
6500,40,4,1.9,2,0.95
6501,196,3,1.95,3,1.4
6502,169,4,0.15,3,1.7
6503,120,0,0.95,2,0.65
6504,59,2,1.75,0,0.4
6505,15,2,0.5,2,0.75
6506,163,1,0.15,4,1.75
6507,12,3,1.8,4,0.05
6508,8,4,0.3,4,0.15
6509,96,1,0.1,3,1.1
6510,123,1,0.85,0,0.4
6511,84,2,0.6,0,0.1
6512,104,2,1.2,1,0.6
6513,96,0,0.9,0,0.8
6514,64,3,1.4,3,1.6
6515,106,0,0.6,1,0.75
6516,167,4,1.35,0,0.5
6517,5,3,1.8,0,0.95
6518,142,4,1.2,4,1.55
6519,49,0,0.4,0,0.05
6520,41,4,1.35,2,0.05
6521,54,3,1.5,0,0.9
6522,47,4,0.6,0,0.55
6523,109,2,0.6,4,1.65
6524,26,0,0.4,3,1.5
6525,198,0,0.15,4,0.3
6526,48,0,0.2,0,0.1
6527,95,4,1.7,3,1.7
6528,6,2,1.65,4,0.05
6529,81,4,0.25,4,0.8
6530,29,1,0.6,1,0.9
6531,94,2,0.45,4,1.0
6532,13,4,0.6,4,1.9
6533,48,0,0.5,4,1.65
6534,21,3,1.85,4,1.35
6535,42,3,1.6,4,0.55
6536,162,2,1.65,4,0.95
6537,142,4,0.65,4,0.95
6538,155,0,0.35,1,0.2
6539,156,1,0.15,4,1.0
6540,36,2,1.75,2,0.9
6541,90,1,0.8,4,1.85
6542,14,0,0.95,2,1.75
6543,14,3,1.3,0,0.65
6544,188,0,0.9,3,1.4
6545,143,4,0.55,0,0.75
6546,56,4,1.85,4,0.95
6547,149,2,0.5,2,1.8
6548,27,4,1.65,2,0.45
6549,183,4,1.4,4,1.1
6550,171,0,0.5,3,1.8
6551,175,3,1.1,2,0.25
6552,15,4,0.55,3,1.55
6553,76,0,0.75,0,0.15
6554,161,2,1.75,4,1.4
6555,120,1,0.9,0,0.05
6556,66,2,0.95,4,0.15
6557,164,3,2.0,2,1.8
6558,125,2,0.5,2,1.9
6559,156,0,0.15,1,0.05
6560,150,1,0.9,1,0.15
6561,54,1,0.65,2,1.5
6562,194,1,0.65,1,0.3
6563,154,0,0.4,2,1.5
6564,66,2,1.1,0,0.55
6565,115,3,1.15,4,1.85
6566,53,2,1.05,4,1.8
6567,87,2,1.65,4,1.8
6568,145,3,1.2,4,0.35
6569,175,4,1.5,4,1.2
6570,176,3,1.05,1,0.4
6571,50,3,1.25,4,1.85
6572,120,2,0.25,4,1.15
6573,90,2,0.05,3,1.25
6574,9,1,0.65,0,0.7
6575,42,4,0.4,4,0.55
6576,43,1,0.35,0,0.95
6577,52,0,0.1,0,0.35
6578,2,1,0.85,4,0.35
6579,136,1,0.65,1,0.1
6580,139,1,0.8,1,0.15
6581,27,1,0.6,2,0.25
6582,17,0,0.35,0,0.45
6583,167,4,1.15,0,0.8
6584,112,2,1.25,2,1.0
6585,140,2,1.2,4,0.45
6586,127,2,0.9,1,0.35
6587,141,0,0.7,2,1.3
6588,11,1,0.7,2,0.6
6589,123,0,0.7,1,0.3
6590,45,4,1.75,4,0.95
6591,181,0,0.35,1,0.95
6592,165,4,0.7,0,1.0
6593,52,3,1.8,3,1.4
6594,77,0,0.25,4,1.75
6595,162,4,0.6,2,1.5
6596,15,3,1.05,4,1.0
6597,81,0,1.0,2,1.25
6598,40,0,0.8,0,0.3
6599,75,4,0.15,3,1.95
6600,149,1,1.0,2,0.25
6601,60,3,1.45,1,1.0
6602,39,0,0.1,3,1.2
6603,167,0,0.45,4,1.35
6604,126,1,0.85,1,0.2
6605,97,2,1.05,0,0.65
6606,155,1,0.1,0,0.2
6607,92,1,0.5,0,0.05
6608,112,3,1.85,0,0.9
6609,185,1,0.25,2,1.8
6610,99,4,1.45,0,0.7
6611,98,3,2.0,2,0.25
6612,135,0,0.75,3,1.45
6613,181,3,1.15,1,0.35
6614,184,0,0.7,0,0.5
6615,115,0,0.65,4,0.3
6616,41,3,1.8,2,0.1
6617,1,4,2.0,2,1.5
6618,98,0,0.25,4,1.5
6619,163,2,0.2,3,1.05
6620,161,1,0.7,1,0.55
6621,68,1,0.25,1,0.2
6622,162,0,0.9,2,1.55
6623,15,4,1.15,2,1.65
6624,146,0,0.05,2,1.85
6625,81,3,2.0,4,1.9
6626,109,3,1.3,0,0.95
6627,50,0,0.45,4,0.1
6628,78,1,1.0,0,0.25
6629,183,1,0.15,3,1.1
6630,42,2,0.15,2,1.3
6631,116,4,0.35,4,1.65
6632,191,1,0.55,1,0.85
6633,8,1,1.0,0,0.3
6634,11,2,1.95,4,1.25
6635,54,4,0.1,0,0.1
6636,128,4,1.2,4,1.4
6637,105,0,0.7,0,0.4
6638,59,3,1.8,0,0.4
6639,175,0,0.65,4,1.05
6640,75,1,0.75,4,1.65
6641,4,4,1.3,1,0.1
6642,68,0,0.35,1,0.9
6643,4,0,0.15,0,0.35
6644,11,3,1.9,3,1.65
6645,37,3,1.85,0,0.55
6646,196,0,0.8,3,1.95
6647,149,0,0.45,4,1.45
6648,2,4,0.85,0,0.9
6649,95,4,1.95,3,1.1
6650,176,0,0.85,4,0.05
6651,156,4,1.55,4,0.95
6652,4,4,1.35,3,1.1
6653,12,0,0.3,1,0.55
6654,94,3,1.45,2,0.65
6655,161,3,1.3,4,0.7
6656,151,1,0.9,1,0.75
6657,57,4,0.15,0,0.3
6658,130,0,0.05,0,0.2
6659,17,1,0.05,4,1.45
6660,150,1,0.95,4,0.95
6661,130,2,1.25,1,0.25
6662,105,3,1.25,1,0.85
6663,101,2,1.35,0,0.85
6664,161,1,0.35,4,1.0
6665,166,1,0.15,4,1.45
6666,60,1,0.85,4,1.35
6667,160,2,0.4,0,0.35
6668,81,4,1.45,1,0.25
6669,163,4,1.35,2,1.35
6670,5,2,1.9,4,1.75
6671,31,4,1.6,3,1.4
6672,79,2,1.55,0,0.35
6673,143,0,1.0,3,1.3
6674,108,0,0.65,4,1.45
6675,124,2,0.55,3,2.0
6676,141,0,0.95,4,0.15
6677,90,4,1.05,2,0.95
6678,103,0,0.3,2,0.25
6679,160,1,0.9,1,0.85
6680,7,0,0.5,3,1.4
6681,61,4,0.85,0,0.05
6682,86,4,1.0,0,0.65
6683,160,3,1.35,2,1.3
6684,48,2,0.75,2,1.7
6685,85,1,0.85,1,0.1
6686,73,2,1.8,3,1.4
6687,165,1,0.2,2,0.1
6688,196,1,1.0,1,0.75
6689,70,3,1.05,3,1.85
6690,127,4,1.3,0,0.15
6691,25,0,0.55,3,1.9
6692,142,3,1.95,4,0.3
6693,27,1,0.25,3,1.3
6694,77,3,1.5,0,0.85
6695,60,3,2.0,2,0.65
6696,100,4,0.75,2,0.4
6697,68,1,0.55,2,1.2
6698,192,0,0.1,0,0.65
6699,79,3,2.0,1,0.05
6700,172,1,0.25,4,1.3
6701,181,4,0.85,2,0.05
6702,61,0,0.7,4,1.7
6703,144,3,1.75,1,0.05
6704,98,0,0.15,3,1.7
6705,87,1,0.9,1,0.1
6706,175,3,1.65,2,1.25
6707,36,3,1.8,4,1.9
6708,84,4,1.65,0,0.15
6709,34,2,0.9,1,0.65
6710,163,4,0.5,0,0.65
6711,26,2,0.45,0,0.8
6712,129,3,1.25,0,0.5
6713,135,1,0.25,1,0.75
6714,119,1,1.0,2,0.55
6715,6,1,0.3,4,0.95
6716,72,1,0.65,2,0.15
6717,149,0,0.6,2,0.5
6718,60,1,0.8,0,0.1
6719,1,0,0.6,0,0.15
6720,94,4,0.15,4,1.35
6721,120,4,0.65,3,1.65
6722,146,1,0.1,1,1.0
6723,98,4,0.75,0,0.8
6724,54,0,0.55,2,0.75
6725,109,2,1.2,4,0.1
6726,173,1,0.95,3,1.15
6727,97,0,0.5,1,0.5
6728,138,0,0.2,3,1.6
6729,179,4,0.65,1,0.45
6730,179,1,0.9,4,1.85
6731,199,0,0.65,2,0.65
6732,130,0,0.85,3,2.0
6733,164,1,0.65,4,0.55
6734,28,0,0.3,3,1.8
6735,4,2,1.4,1,0.75
6736,195,4,1.0,0,0.7
6737,72,2,1.75,2,0.15
6738,126,0,0.15,0,0.8
6739,196,0,0.8,1,0.1
6740,179,0,0.5,4,0.7
6741,40,0,0.8,4,0.85
6742,106,4,1.4,2,0.6
6743,72,4,0.35,2,1.95
6744,61,2,0.25,4,2.0
6745,48,4,0.9,2,1.55
6746,178,3,1.8,0,0.8
6747,23,3,1.85,2,1.35
6748,65,1,0.9,2,0.15
6749,90,1,0.3,0,0.45
6750,29,4,0.9,4,0.65
6751,75,1,0.95,2,1.35
6752,76,2,0.95,0,0.75
6753,49,0,0.9,0,0.95
6754,87,1,0.5,1,0.1
6755,51,4,0.9,1,0.55
6756,34,0,0.85,1,0.55
6757,124,0,0.85,4,1.95
6758,164,1,1.0,2,0.65
6759,107,1,0.65,2,1.3
6760,89,4,1.05,0,0.25
6761,60,0,0.05,4,1.9
6762,79,3,1.65,3,1.05
6763,152,1,0.05,3,1.4
6764,7,1,0.85,2,0.6
6765,125,0,0.95,0,0.85
6766,136,4,1.65,2,0.35
6767,197,3,1.7,2,0.15
6768,31,0,0.15,4,0.15
6769,69,4,0.8,1,0.2
6770,166,2,0.4,2,1.45
6771,190,4,1.8,4,2.0
6772,193,2,0.45,3,1.85
6773,156,4,1.4,4,1.25
6774,84,0,0.55,2,0.4
6775,106,3,1.35,2,0.8
6776,196,0,0.8,4,1.05
6777,80,0,0.55,3,2.0
6778,11,2,1.2,2,0.55
6779,42,1,0.6,0,0.5
6780,36,0,0.75,0,0.25
6781,18,2,1.7,2,0.9
6782,127,4,0.25,1,0.55
6783,110,3,1.95,1,0.75
6784,28,0,1.0,4,0.2
6785,168,0,0.05,4,0.1
6786,132,3,1.85,0,0.85
6787,66,3,1.5,1,0.35
6788,86,4,1.55,3,1.55
6789,184,1,0.9,2,0.45
6790,49,4,1.9,0,0.25
6791,78,3,1.45,0,0.6
6792,122,4,0.55,4,0.15
6793,194,4,0.6,1,0.25
6794,18,0,0.35,1,0.35
6795,3,2,1.15,0,0.15
6796,20,4,0.75,0,0.95
6797,119,3,1.15,0,0.4
6798,19,0,0.85,3,1.05
6799,75,1,0.7,2,0.8
6800,188,0,0.8,4,0.2
6801,52,2,1.7,4,0.5
6802,26,1,0.15,2,1.0
6803,64,4,0.4,2,1.35
6804,136,1,0.85,1,1.0
6805,50,2,1.85,1,0.45
6806,156,3,1.15,4,0.4
6807,72,4,1.65,0,0.85
6808,91,4,1.7,3,1.05
6809,179,4,0.9,4,0.8
6810,173,4,0.85,2,0.35
6811,173,4,0.55,1,0.1
6812,102,4,1.75,0,0.3
6813,60,4,0.8,1,0.5
6814,95,0,0.75,0,1.0
6815,164,3,1.65,1,0.35
6816,28,3,1.1,1,0.4
6817,78,1,0.6,4,1.85
6818,136,1,0.2,1,0.7
6819,85,1,1.0,4,1.1
6820,102,2,1.7,0,0.6
6821,50,2,1.75,0,0.75
6822,86,3,1.45,1,0.05
6823,124,2,0.7,0,0.85
6824,31,4,0.05,4,1.25
6825,43,1,0.65,2,1.0
6826,103,1,0.95,0,0.55
6827,41,3,1.4,0,0.15
6828,100,0,0.55,2,1.9
6829,17,2,0.65,3,1.35
6830,154,2,0.95,0,0.4
6831,162,2,1.75,0,0.45
6832,8,1,0.1,4,1.75
6833,173,4,1.7,2,1.8
6834,13,4,0.75,1,0.15
6835,84,1,0.35,0,0.25
6836,48,3,2.0,0,0.25
6837,27,1,0.1,4,1.75
6838,157,1,1.0,4,1.95
6839,21,4,0.4,0,0.95
6840,147,0,0.95,1,0.15
6841,14,2,0.9,2,1.0
6842,73,2,0.2,1,0.3
6843,88,0,0.95,0,0.8
6844,184,4,1.9,0,0.6
6845,196,4,0.45,0,0.8
6846,148,4,1.35,0,0.25
6847,179,4,1.6,1,0.4
6848,184,2,1.05,0,0.85
6849,14,2,0.3,3,1.1
6850,111,3,1.75,2,0.5
6851,197,0,0.4,4,1.25
6852,49,3,1.05,0,0.2
6853,156,3,1.65,1,0.65
6854,177,2,1.65,3,1.4
6855,108,1,0.85,1,0.5
6856,187,2,0.9,1,0.2
6857,167,1,0.95,4,0.85
6858,27,1,0.8,1,0.9
6859,166,0,0.2,2,0.05
6860,144,2,1.95,3,1.95
6861,123,3,1.55,4,1.3
6862,190,2,0.1,0,0.65
6863,41,4,1.05,1,0.45
6864,104,1,0.75,2,1.1
6865,131,0,0.85,3,1.85
6866,77,0,0.9,1,0.35
6867,48,4,0.3,0,0.75
6868,18,3,1.5,3,1.65
6869,141,3,1.6,1,0.65
6870,114,1,0.7,0,0.25
6871,80,0,0.5,2,0.1
6872,167,4,1.65,2,1.55
6873,49,1,0.5,1,0.75
6874,166,2,0.45,4,1.75
6875,117,2,1.35,4,1.2
6876,191,4,1.0,0,0.1
6877,103,0,0.4,1,0.2
6878,46,2,1.4,1,0.4
6879,84,4,0.55,2,0.45
6880,179,1,0.15,4,1.35
6881,185,1,0.35,2,1.15
6882,186,0,0.35,4,1.1
6883,5,1,1.0,1,0.1
6884,161,2,1.9,4,1.35
6885,35,2,1.05,4,1.75
6886,39,2,1.05,2,0.55
6887,125,4,0.8,1,0.3
6888,96,4,1.2,4,0.15
6889,12,2,1.75,0,0.7
6890,142,4,1.25,0,0.3
6891,29,3,1.95,4,1.5
6892,55,4,1.05,2,0.65
6893,100,4,1.5,1,0.05
6894,44,4,0.35,2,0.25
6895,126,1,0.7,1,0.5
6896,193,3,1.7,3,1.25
6897,37,4,1.0,4,1.25
6898,38,0,0.35,2,1.3
6899,20,0,0.2,0,0.9
6900,125,1,0.05,4,0.25
6901,115,1,0.2,4,1.75
6902,155,3,1.55,0,0.8
6903,89,1,0.8,0,0.1
6904,63,2,0.7,3,1.9
6905,110,2,0.65,3,1.85
6906,132,0,0.65,4,1.85
6907,135,0,0.05,1,0.9
6908,197,1,0.6,1,0.35
6909,190,3,2.0,1,0.45
6910,109,2,0.4,4,0.25
6911,120,2,1.85,3,1.55
6912,58,2,1.45,4,0.2
6913,24,3,1.15,1,0.7
6914,182,4,0.6,0,0.95
6915,39,4,1.5,3,1.15
6916,153,1,0.4,0,0.35
6917,51,0,0.95,0,0.55
6918,89,4,1.15,1,0.1
6919,41,3,1.15,4,0.25
6920,187,0,0.7,1,0.25
6921,69,1,0.75,1,0.2
6922,178,1,0.9,3,1.85
6923,125,3,1.15,1,0.85
6924,152,3,1.35,4,1.1
6925,198,4,1.55,0,0.05
6926,108,2,1.5,1,0.65
6927,49,1,0.1,0,0.6
6928,101,1,0.15,4,0.85
6929,135,0,1.0,4,0.25
6930,105,4,0.75,0,0.05
6931,47,2,1.2,1,0.8
6932,124,3,1.15,3,1.65
6933,153,2,1.95,3,1.55
6934,164,1,0.8,3,1.55
6935,7,1,1.0,0,0.75
6936,127,4,0.6,1,1.0
6937,44,2,1.85,3,1.05
6938,119,2,1.75,3,1.7
6939,23,2,1.0,2,0.25
6940,186,0,0.75,1,0.1
